knowledge_profile_id,raw_disease,disease,raw_hindi_name,hindi_name,raw_marathi_name,marathi_name,raw_symptoms,symptoms,raw_diagnosis_and_tests,diagnosis_and_tests,raw_symptom_severity,symptom_severity,raw_duration_of_treatment,duration_of_treatment,raw_medical_history,medical_history,raw_current_medications,current_medications,raw_risk_factors,risk_factors,raw_environmental_factors,environmental_factors,raw_sleep_patterns,sleep_patterns,raw_stress_levels,stress_levels,raw_physical_activity_levels,physical_activity_levels,raw_family_history,family_history,raw_dietary_habits,dietary_habits,raw_allergies_food_env,allergies_food_env,raw_seasonal_variation,seasonal_variation,raw_age_group,age_group,raw_gender,gender,raw_occupation_and_lifestyle,occupation_and_lifestyle,raw_cultural_preferences,cultural_preferences,raw_herbal_alternative_remedies,herbal_alternative_remedies,raw_ayurvedic_herbs,ayurvedic_herbs,raw_formulation,formulation,raw_doshas,doshas,raw_constitution_prakriti,constitution_prakriti,raw_diet_and_lifestyle_recommendations,diet_and_lifestyle_recommendations,raw_yoga_and_physical_therapy,yoga_and_physical_therapy,raw_medical_intervention,medical_intervention,raw_prevention,prevention,raw_prognosis,prognosis,raw_complications,complications,raw_patient_recommendations,patient_recommendations,normalized_disease,symptom_tokens,symptom_token_count,dosha_vata,dosha_pitta,dosha_kapha,placeholder_missing_columns
kp_0011,Obesity,Obesity,मोटापा,मोटापा,"स्थूलता ,लठ्ठपणा","स्थूलता, लठ्ठपणा","Weight gain, lethargy","Weight gain, lethargy","BMI, Blood tests, Waist-to-hip ratio","BMI, Blood tests, Waist-to-hip ratio",Moderate to Severe,moderate to severe,"Variable, long-term","Variable, long-term","Diabetes, Hypertension","Diabetes, Hypertension",Weight loss medications,Weight loss medications,"Overeating, Sedentary lifestyle","Overeating, Sedentary lifestyle","Overeating, Sedentary lifestyle","Overeating, Sedentary lifestyle",Irregular Sleep,irregular sleep,High Stress,high stress,Low to Moderate,low to moderate,Family History of Obesity,Family History of Obesity,"High-calorie, Low-nutrient","High-calorie, Low-nutrient",None,,All seasons,all seasons,30-50 years,30-50 years,Both genders,all genders,Sedentary lifestyle,Sedentary lifestyle,"Low-fat, low-sugar preference","Low-fat, low-sugar preference","Green tea, Garcinia Cambogia","Green tea, Garcinia Cambogia","Guggul, Triphala","Guggul, Triphala","Guggulu (500mg), Warm water (200ml)","Guggulu (500mg), Warm water (200ml)",Kapha,Kapha,Kapha,Kapha,Avoid heavy and oily foods; focus on exercise; eat light dinners.,Avoid heavy and oily foods; focus on exercise; eat light dinners.,"Surya Namaskar, Walking","Surya Namaskar, Walking",Weight loss medications,Weight loss medications,"Exercise, Diet control","Exercise, Diet control","Chronic, manageable","Chronic, manageable","Heart disease, Diabetes","Heart disease, Diabetes","Exercise, balanced diet","Exercise, balanced diet",obesity,"[""weight gain"", ""lethargy""]",2,0,0,1,"[""allergies_food_env""]"
kp_0012,Skin Allergy,Skin Allergy,त्वचा एलर्जी,त्वचा एलर्जी,त्वचा एलर्जी,त्वचा एलर्जी,"Itchy rash, redness","Itchy rash, redness","Skin tests, Blood tests","Skin tests, Blood tests",Moderate to Severe,moderate to severe,1-2 weeks,1-2 weeks,"Asthma, Eczema, Hay fever","Asthma, Eczema, Hay fever","Antihistamines, Topical creams","Antihistamines, Topical creams","Allergies, Genetics","Allergies, Genetics","Dust, Pollen, Chemicals","Dust, Pollen, Chemicals",Poor Sleep,poor sleep,High Stress,high stress,Low,low,Family History of Allergies,Family History of Allergies,"High-protein, Low-dairy","High-protein, Low-dairy","Dust, Pollen","Dust, Pollen","Winter, Spring","winter, spring",All ages,all ages,Both genders,all genders,Exposure to allergens,Exposure to allergens,Avoids scented products,Avoids scented products,"Aloe Vera, Chamomile","Aloe Vera, Chamomile","Neem, Tulsi","Neem, Tulsi","Aloe vera gel (fresh, 2 tsp)","Aloe vera gel (fresh, 2 tsp)",Pitta,Pitta,Pitta,Pitta,Avoid allergens; wear loose clothing; consume cooling foods.,Avoid allergens; wear loose clothing; consume cooling foods.,"Anulom Vilom, Pranayama","Anulom Vilom, Pranayama","Antihistamines, Steroids","Antihistamines, Steroids",Avoid allergens,Avoid allergens,Usually mild,Usually mild,"Eczema, Rash","Eczema, Rash","Avoid triggers, moisturize","Avoid triggers, moisturize",skin allergy,"[""itchy rash"", ""redness""]",2,0,1,0,[]
kp_0013,Anxiety,Anxiety,चिंता,चिंता,चिंता,चिंता,"Excessive worry, restlessness","Excessive worry, restlessness","Psychological evaluation, Blood tests","Psychological evaluation, Blood tests",Moderate to Severe,moderate to severe,2-4 weeks,2-4 weeks,"Stress, Trauma, Depression","Stress, Trauma, Depression","Antidepressants, Benzodiazepines","Antidepressants, Benzodiazepines","Stress, Trauma, Family history","Stress, Trauma, Family history","Overwork, Personal issues","Overwork, Personal issues",Poor Sleep,poor sleep,High Stress,high stress,Low to Moderate,low to moderate,Family History of Anxiety,Family History of Anxiety,"Balanced diet, Low caffeine","Balanced diet, Low caffeine",None,,All seasons,all seasons,20-40 years,20-40 years,Mostly Female,mostly female,High-stress job,High-stress job,Favors holistic practices,Favors holistic practices,"Lavender oil, Ashwagandha","Lavender oil, Ashwagandha","Brahmi, Ashwagandha","Brahmi, Ashwagandha","Ashwagandha (1 tsp), Tulsi (5 leaves)","Ashwagandha (1 tsp), Tulsi (5 leaves)","Vata, Pitta","Vata, Pitta",Vata-Pitta,Vata-Pitta,Practice yoga; avoid stimulants; focus on mindfulness.,Practice yoga; avoid stimulants; focus on mindfulness.,"Meditation, Deep Breathing","Meditation, Deep Breathing","Antidepressants, CBT","Antidepressants, CBT","Stress management, Exercise","Stress management, Exercise",Chronic,Chronic,"Depression, Panic attacks","Depression, Panic attacks","Relaxation, therapy","Relaxation, therapy",anxiety,"[""excessive worry"", ""restlessness""]",2,1,1,0,"[""allergies_food_env""]"
kp_0014,Fever,Fever,बुखार,बुखार,ताप,ताप,"High temperature, body aches","High temperature, body aches","Physical exam, Blood tests","Physical exam, Blood tests",Mild to Severe,mild to severe,3-5 days,3-5 days,"Viral infections, Infections","Viral infections, Infections","Antipyretics, Fluids","Antipyretics, Fluids","Infection, Immune weakness","Infection, Immune weakness","Infections, Viral outbreaks","Infections, Viral outbreaks",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low,low,Family History of Fever,Family History of Fever,Balanced diet,Balanced diet,None,,"Winter, Monsoon","winter, monsoon",All ages,all ages,Both genders,all genders,"Sedentary, Dependent on season","Sedentary, Dependent on season",Avoids cold foods,Avoids cold foods,"Ginger, Honey","Ginger, Honey","Tulsi, Ginger","Tulsi, Ginger","Coriander seeds (1 tsp), Ginger (1g)","Coriander seeds (1 tsp), Ginger (1g)","Pitta, Kapha","Pitta, Kapha",Pitta,Pitta,"Rest; stay hydrated; consume light, warm meals.","Rest; stay hydrated; consume light, warm meals.","Surya Namaskar, Pranayama","Surya Namaskar, Pranayama","Antipyretics, Fluids","Antipyretics, Fluids","Rest, Hydration","Rest, Hydration",Usually mild,Usually mild,"Sepsis, Organ failure","Sepsis, Organ failure","Hydration, rest","Hydration, rest",fever,"[""high temperature"", ""body aches""]",2,0,1,1,"[""allergies_food_env""]"
kp_0015,Acidity,Acidity,अम्लपित्त,अम्लपित्त,आम्लपित्त,आम्लपित्त,"Heartburn, sour taste, nausea","Heartburn, sour taste, nausea","Endoscopy, pH monitoring","Endoscopy, pH monitoring",Mild to Moderate,mild to moderate,1-3 days,1-3 days,"Poor diet, Stress, Spicy foods","Poor diet, Stress, Spicy foods","Antacids, Proton pump inhibitors","Antacids, Proton pump inhibitors","Spicy foods, Alcohol","Spicy foods, Alcohol","Overeating, Stress, Spicy foods","Overeating, Stress, Spicy foods",Poor Sleep,poor sleep,High Stress,high stress,Low,low,Family history of Acid reflux,Family history of Acid reflux,"Spicy, Oily foods","Spicy, Oily foods","Dairy, Caffeine","Dairy, Caffeine",All seasons,all seasons,All ages,all ages,Both genders,all genders,"Office job, High stress","Office job, High stress",Avoids spicy foods,Avoids spicy foods,"Ginger, Fennel","Ginger, Fennel","Amla, Ajwain","Amla, Ajwain","Aloe vera (10ml), Water (200ml)","Aloe vera (10ml), Water (200ml)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Avoid spicy foods; eat cooling foods like cucumber.,Avoid spicy foods; eat cooling foods like cucumber.,"Yogasanas, Pranayama","Yogasanas, Pranayama","Antacids, PPIs","Antacids, PPIs","Avoid spicy foods, smaller meals","Avoid spicy foods, smaller meals",Usually mild,Usually mild,"GERD, Esophagitis","GERD, Esophagitis",Eat smaller meals,Eat smaller meals,acidity,"[""heartburn"", ""sour taste"", ""nausea""]",3,0,1,0,[]
kp_0016,Acne,Acne,मुँहासे,मुँहासे,पिंपल्स,पिंपल्स,"Pimples, blackheads, oily skin","Pimples, blackheads, oily skin","Skin exam, Hormonal tests, Blood tests","Skin exam, Hormonal tests, Blood tests",Mild to Moderate,mild to moderate,2-4 weeks,2-4 weeks,"Hormonal imbalance, Poor hygiene","Hormonal imbalance, Poor hygiene","Topical creams, Antibiotics","Topical creams, Antibiotics","Hormones, Stress, Diet","Hormones, Stress, Diet","Pollution, Oily skin","Pollution, Oily skin",Irregular Sleep,irregular sleep,High Stress,high stress,Moderate,moderate,Family history of Acne,Family history of Acne,"Oily, High-sugar diet","Oily, High-sugar diet","Dairy, Chocolate","Dairy, Chocolate",All seasons,all seasons,"Teenagers, 20s","teenagers, 20s",Both genders,all genders,"Active, College/Teen lifestyle","Active, College/ Teen lifestyle",Avoids greasy foods,Avoids greasy foods,"Tea tree oil, Aloe Vera","Tea tree oil, Aloe Vera","Neem, Turmeric","Neem, Turmeric","Neem leaves (5g), Water (10ml)","Neem leaves (5g), Water (10ml)",Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Avoid fried foods; include turmeric and green vegetables.,Avoid fried foods; include turmeric and green vegetables.,"Anulom Vilom, Kapalbhati","Anulom Vilom, Kapalbhati","Topical treatments, Antibiotics","Topical treatments, Antibiotics","Clean skin, avoid triggers","Clean skin, avoid triggers",Usually mild,Usually mild,"Scarring, Skin infections","Scarring, Skin infections","Healthy diet, proper skincare","Healthy diet, proper skincare",acne,"[""pimples"", ""blackheads"", ""oily skin""]",3,0,1,0,[]
kp_0017,Acromegaly,Acromegaly,एक्रोमेगाली,एक्रोमेगाली,एक्रोमेगाली,एक्रोमेगाली,"Enlarged hands/feet, thickened skin","Enlarged hands/ feet, thickened skin","MRI, Blood tests (GH levels)","MRI, Blood tests (GH levels)",Severe,severe,Long-term,Long-term,Pituitary gland tumors,Pituitary gland tumors,"Hormone replacement, Surgery","Hormone replacement, Surgery","Pituitary tumor, Genetics","Pituitary tumor, Genetics","Genetic mutations, Tumors","Genetic mutations, Tumors",Poor Sleep,poor sleep,Moderate Stress,moderate stress,Low,low,Family History of Endocrine disorders,Family History of Endocrine disorders,"High-protein, Low-fat","High-protein, Low-fat",None,,All seasons,all seasons,30-60 years,30-60 years,Both genders,all genders,Sedentary lifestyle,Sedentary lifestyle,Avoids processed foods,Avoids processed foods,None known,None known,"Ashwagandha, Brahmi","Ashwagandha, Brahmi",Ashwagandha (3g daily),Ashwagandha (3g daily),"Pitta, Kapha","Pitta, Kapha",Kapha-Prakriti,Kapha-Prakriti,"Avoid heavy meals; consume balanced, nutrient-rich foods.","Avoid heavy meals; consume balanced, nutrient-rich foods.",Yoga for joint flexibility,Yoga for joint flexibility,"Surgery, Medication","Surgery, Medication",Regular check-ups,Regular check-ups,Chronic,Chronic,"Cardiovascular disease, Arthritis","Cardiovascular disease, Arthritis",Monitor hormone levels,Monitor hormone levels,acromegaly,"[""enlarged hands"", ""feet"", ""thickened skin""]",3,0,1,1,"[""allergies_food_env""]"
kp_0018,Acute Kidney Injury,Acute Kidney Injury,तीव्र किडनी क्षति,तीव्र किडनी क्षति,तीव्र मूत्रमार्ग विकार,तीव्र मूत्रमार्ग विकार,"Reduced urine output, swelling, confusion","Reduced urine output, swelling, confusion","Blood Tests, Urine Tests","Blood Tests, Urine Tests",Severe,severe,"Varies, depends on cause","Varies, depends on cause","Diabetes, Hypertension, Trauma","Diabetes, Hypertension, Trauma","Diuretics, Dialysis","Diuretics, Dialysis","Dehydration, Hypertension","Dehydration, Hypertension","Dehydration, High blood pressure","Dehydration, High blood pressure",Irregular Sleep,irregular sleep,High Stress,high stress,Low,low,Family History of Kidney disease,Family History of Kidney disease,"Low-salt, High-water intake","Low-salt, High-water intake",None,,All seasons,all seasons,All ages,all ages,Both genders,all genders,"High-risk jobs (e.g., construction)","High-risk jobs (e.g., construction)",Favors fresh foods,Favors fresh foods,"Nettle Leaf, Dandelion","Nettle Leaf, Dandelion","Punarnava, Gokshura","Punarnava, Gokshura","Punarnava (3g), Warm water (200ml)","Punarnava (3g), Warm water (200ml)","Kapha, Pitta","Pitta, Kapha",Kapha-Pitta,Kapha-Pitta,Avoid salty and processed foods; stay hydrated.,Avoid salty and processed foods; stay hydrated.,"Pranayama, Surya Namaskar","Pranayama, Surya Namaskar","Dialysis, Kidney Transplant","Dialysis, Kidney Transplant",Avoid Nephrotoxic Drugs,Avoid Nephrotoxic Drugs,"Recovery possible, may need dialysis","Recovery possible, may need dialysis",Chronic Kidney Disease,Chronic Kidney Disease,Monitor Kidney Function,Monitor Kidney Function,acute kidney injury,"[""reduced urine output"", ""swelling"", ""confusion""]",3,0,1,1,"[""allergies_food_env""]"
kp_0019,Addison's Disease,Addison's Disease,एडिसन रोग,एडिसन रोग,एडिसन रोग,एडिसन रोग,"Fatigue, low blood pressure, weight loss","Fatigue, low blood pressure, weight loss","Blood Tests, ACTH Stimulation","Blood Tests, ACTH Stimulation",Severe,severe,Lifelong,Lifelong,"Autoimmune disorders, Tuberculosis","Autoimmune disorders, Tuberculosis","Steroid replacement, Hormone therapy","Steroid replacement, Hormone therapy","Autoimmune Diseases, Stress","Autoimmune Diseases, Stress","Stress, Infections","Stress, Infections",Irregular Sleep,irregular sleep,High Stress,high stress,Low,low,Family History of Autoimmune diseases,Family History of Autoimmune diseases,"Low-sodium, High-potassium","Low-sodium, High-potassium",None,,"Winter, Rainy","winter, rainy",30-60 years,30-60 years,Both genders,all genders,"Sedentary lifestyle, Medical jobs","Sedentary lifestyle, Medical jobs",Avoids cold environments,Avoids cold environments,"Licorice Root, Ashwagandha","Licorice Root, Ashwagandha","Ashwagandha, Licorice","Ashwagandha, Licorice","Licorice root (2g), Warm water (200ml)","Licorice root (2g), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Pitta,Vata-Pitta,"Include salty foods; consume small, frequent meals.","Include salty foods; consume small, frequent meals.","Gentle Yoga, Restorative Practices","Gentle Yoga, Restorative Practices",Hormone Replacement Therapy,Hormone Replacement Therapy,"Avoid Stress, Adequate Rest","Avoid Stress, Adequate Rest",Manageable with Lifelong Treatment,Manageable with Lifelong Treatment,Adrenal Crisis,Adrenal Crisis,Regular Monitoring of Hormone Levels,Regular Monitoring of Hormone Levels,addison s disease,"[""fatigue"", ""low blood pressure"", ""weight loss""]",3,1,1,0,"[""allergies_food_env""]"
kp_0020,Adrenal Insufficiency,Adrenal Insufficiency,एड्रेनल अपर्याप्तता,एड्रेनल अपर्याप्तता,अधिवृद्धी रोग,अधिवृद्धी रोग,"Fatigue, muscle weakness, low energy","Fatigue, muscle weakness, low energy","Blood Tests, ACTH Stimulation","Blood Tests, ACTH Stimulation",Severe,severe,Lifelong,Lifelong,"Autoimmune diseases, Tuberculosis","Autoimmune diseases, Tuberculosis","Steroid replacement, Hormone therapy","Steroid replacement, Hormone therapy","Autoimmune Diseases, Infection","Autoimmune Diseases, Infection","Stress, Infections","Stress, Infections",Poor Sleep,poor sleep,High Stress,high stress,Low,low,Family History of Endocrine disorders,Family History of Endocrine disorders,"Low-sodium, High-potassium","Low-sodium, High-potassium",None,,All seasons,all seasons,30-60 years,30-60 years,Both genders,all genders,"Sedentary lifestyle, Medical jobs","Sedentary lifestyle, Medical jobs",Avoids cold environments,Avoids cold environments,"Ashwagandha, Rhodiola","Ashwagandha, Rhodiola","Ashwagandha, Licorice","Ashwagandha, Licorice","Ashwagandha (2g), Warm water (200ml)","Ashwagandha (2g), Warm water (200ml)",Vata,Vata,Vata-Prakriti,Vata-Prakriti,Avoid stress; practice yoga and meditation.,Avoid stress; practice yoga and meditation.,Yoga for Stress Relief,Yoga for Stress Relief,Hormone Replacement Therapy,Hormone Replacement Therapy,Stress Management,Stress Management,Manageable with Medication,Manageable with Medication,Adrenal Crisis,Adrenal Crisis,Regular Medication,Regular Medication,adrenal insufficiency,"[""fatigue"", ""muscle weakness"", ""low energy""]",3,1,0,0,"[""allergies_food_env""]"
kp_0021,Alkaptonuria,Alkaptonuria,अल्काप्टोन्यूरिया,अल्काप्टोन्यूरिया,अल्काप्टोन्यूरिया,अल्काप्टोन्यूरिया,"Dark urine, joint pain, stiffness","Dark urine, joint pain, stiffness",Urine Test (Homogentisic Acid),Urine Test (Homogentisic Acid),Mild to Moderate,mild to moderate,Lifelong,Lifelong,"Genetic, Metabolic disorders","Genetic, Metabolic disorders","Pain relievers, Vitamin C","Pain relievers, Vitamin C",Genetic Mutation,Genetic Mutation,"Genetic mutation, High protein intake","Genetic mutation, High protein intake",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low,low,Family history of metabolic disorders,Family history of metabolic disorders,"High-protein, Low-fat","High-protein, Low-fat",None,,All seasons,all seasons,Childhood to Adult,childhood to adult,Both genders,all genders,Active lifestyle,Active lifestyle,Avoids foods high in phenylalanine,Avoids foods high in phenylalanine,None specific,None specific,"Guggulu, Ashwagandha","Guggulu, Ashwagandha","Turmeric (1/2 tsp), Milk (200ml)","Turmeric (1/ 2 tsp), Milk (200ml)","Vata, Kapha","Vata, Kapha",Vata-Kapha,Vata-Kapha,Avoid heavy meals; perform light exercises and consume warm meals.,Avoid heavy meals; perform light exercises and consume warm meals.,"Gentle Yoga, Joint Exercises","Gentle Yoga, Joint Exercises","Symptomatic Treatment, Joint Replacements","Symptomatic Treatment, Joint Replacements",None,,"Progressive, with Joint Damage","Progressive, with Joint Damage",Osteoarthritis,Osteoarthritis,Avoid High-Protein Diet,Avoid High-Protein Diet,alkaptonuria,"[""dark urine"", ""joint pain"", ""stiffness""]",3,1,0,1,"[""allergies_food_env"", ""prevention""]"
kp_0022,Allergies,Allergies,एलर्जी,एलर्जी,एलर्जी,एलर्जी,"Sneezing, itching, rashes","Sneezing, itching, rashes","Skin Test, Blood Test","Skin Test, Blood Test",Moderate to Severe,moderate to severe,"Varies, depends on allergen","Varies, depends on allergen","Asthma, Eczema, Hay fever, Pollen exposure","Asthma, Eczema, Hay fever, Pollen exposure","Antihistamines, Topical creams","Antihistamines, Topical creams","Family History, Environmental Allergens","Family History, Environmental Allergens","Dust, Pollen, Chemicals, Pollution","Dust, Pollen, Chemicals, Pollution",Poor Sleep,poor sleep,High Stress,high stress,Low,low,Family History of Allergies,Family History of Allergies,"High-protein, Low-dairy","High-protein, Low-dairy","Dust, Pollen","Dust, Pollen","Winter, Spring","winter, spring",All ages,all ages,Both genders,all genders,Exposure to allergens,Exposure to allergens,Avoids scented products,Avoids scented products,"Local Honey, Echinacea","Local Honey, Echinacea","Brahmi, Ashwagandha","Brahmi, Ashwagandha","Tulsi leaves (5g), Warm water (200ml)","Tulsi leaves (5g), Warm water (200ml)","Vata, Kapha","Vata, Kapha",Vata-Kapha,Vata-Kapha,Avoid cold foods; include herbal teas in the diet.,Avoid cold foods; include herbal teas in the diet.,"Pranayama, Breathing Exercises","Pranayama, Breathing Exercises","Antihistamines, Steroids","Antihistamines, Steroids","Avoid Triggers, Air Filters","Avoid Triggers, Air Filters",Can be Managed with Treatment,Can be Managed with Treatment,"Anaphylaxis, Asthma","Anaphylaxis, Asthma",Avoid Allergen Exposure,Avoid Allergen Exposure,allergies,"[""sneezing"", ""itching"", ""rashes""]",3,1,0,1,[]
kp_0023,Alopecia,Alopecia,गंजापन,गंजापन,गंजेपण,गंजेपण,"Hair loss, thinning of scalp","Hair loss, thinning of scalp","Scalp Biopsy, Blood Tests","Scalp Biopsy, Blood Tests",Moderate to Severe,moderate to severe,Varies,Varies,"Genetic, Autoimmune conditions","Genetic, Autoimmune conditions","Topical treatments, Steroid creams","Topical treatments, Steroid creams","Genetics, Hormonal Imbalance","Genetics, Hormonal Imbalance","Genetic, Stress","Genetic, Stress",Irregular Sleep,irregular sleep,High Stress,high stress,Low,low,Family history of hair loss,Family history of hair loss,"Balanced diet, High-protein","Balanced diet, High-protein",None,,All seasons,all seasons,20-50 years,20-50 years,Both genders,all genders,Stressful lifestyle,Stressful lifestyle,Avoids chemical treatments,Avoids chemical treatments,"Ginseng, Fenugreek","Ginseng, Fenugreek","Bhringraj, Amla","Bhringraj, Amla",Bhringraj oil (as needed),Bhringraj oil (as needed),Pitta,Pitta,Pitta-Prakriti,Pitta-Prakriti,Avoid spicy foods; massage scalp regularly with herbal oils.,Avoid spicy foods; massage scalp regularly with herbal oils.,"Gentle Yoga, Head Massage","Gentle Yoga, Head Massage","Topical Steroids, Minoxidil","Topical Steroids, Minoxidil",Healthy Diet,Healthy Diet,Can be Reversed with Treatment,Can be Reversed with Treatment,"Scarring, Hair Thinning","Scarring, Hair Thinning",Regular Scalp Massage,Regular Scalp Massage,alopecia,"[""hair loss"", ""thinning of scalp""]",2,0,1,0,"[""allergies_food_env""]"
kp_0024,Alzheimer's Disease,Alzheimer's Disease,अल्जाइमर रोग,अल्जाइमर रोग,अल्झायमर रोग,अल्झायमर रोग,"Memory loss, confusion, difficulty thinking","Memory loss, confusion, difficulty thinking","Cognitive Tests, MRI, PET Scan","Cognitive Tests, MRI, PET Scan",Severe,severe,"Progressive, Lifelong","Progressive, Lifelong","Family history of dementia, Age-related","Family history of dementia, Age-related",Acetylcholinesterase inhibitors,Acetylcholinesterase inhibitors,"Age, Genetics, Family History","Age, Genetics, Family History","Genetic predisposition, Aging","Genetic predisposition, Aging",Poor Sleep,poor sleep,High Stress,high stress,Low,low,Family History of Dementia,Family History of Dementia,"Low-fat, High-antioxidant","Low-fat, High-antioxidant",None,,All seasons,all seasons,60+ years,60+ years,Both genders,all genders,"Sedentary lifestyle, Aging","Sedentary lifestyle, Aging",Avoids processed foods,Avoids processed foods,"Ginkgo Biloba, Turmeric","Ginkgo Biloba, Turmeric","Brahmi, Ashwagandha","Brahmi, Ashwagandha","Brahmi (3g), Warm water (200ml)","Brahmi (3g), Warm water (200ml)","Vata, Pitta","Vata, Pitta",Vata-Prakriti,Vata-Prakriti,Include brain-boosting herbs like Brahmi; engage in memory exercises.,Include brain-boosting herbs like Brahmi; engage in memory exercises.,"Meditation, Memory Exercises","Meditation, Memory Exercises","Cholinesterase Inhibitors, Memantine","Cholinesterase Inhibitors, Memantine","Mental Stimulation, Diet","Mental Stimulation, Diet","Progressive, Declines Over Time","Progressive, Declines Over Time","Memory Loss, Dementia","Memory Loss, Dementia",Cognitive Exercises,Cognitive Exercises,alzheimer s disease,"[""memory loss"", ""confusion"", ""difficulty thinking""]",3,1,1,0,"[""allergies_food_env""]"
kp_0025,Amebiasis,Amebiasis,एमेबायसिस,एमेबायसिस,एमेबायसिस,एमेबायसिस,"Abdominal pain, diarrhea, fever","Abdominal pain, diarrhea, fever","Stool Test, Blood Test","Stool Test, Blood Test",Moderate to Severe,moderate to severe,"Varies, depending on severity","Varies, depending on severity","Travel to endemic areas, Poor sanitation","Travel to endemic areas, Poor sanitation",Antiprotozoal drugs,Antiprotozoal drugs,"Contaminated Water, Poor Sanitation","Contaminated Water, Poor Sanitation","Poor sanitation, Contaminated water","Poor sanitation, Contaminated water",Irregular Sleep,irregular sleep,Moderate Stress,moderate stress,Low,low,Family history of infections,Family history of infections,"Low-fat, High-carb diet","Low-fat, High-carb diet",None,,"Monsoon, Summer","monsoon, summer",All ages,all ages,Both genders,all genders,Travel to endemic areas,Travel to endemic areas,Avoids raw food,Avoids raw food,"Papaya Seeds, Garlic","Papaya Seeds, Garlic","Kutki, Triphala","Kutki, Triphala","Pomegranate rind (5g), Warm water (200ml)","Pomegranate rind (5g), Warm water (200ml)","Pitta, Kapha","Pitta, Kapha",Pitta-Kapha,Pitta-Kapha,Avoid raw foods; consume easily digestible meals.,Avoid raw foods; consume easily digestible meals.,Yoga for Digestion,Yoga for Digestion,Antiprotozoal Drugs,Antiprotozoal Drugs,Safe Drinking Water,Safe Drinking Water,Treatable with Medication,Treatable with Medication,"Dehydration, Liver Abscess","Dehydration, Liver Abscess",Good Hygiene Practices,Good Hygiene Practices,amebiasis,"[""abdominal pain"", ""diarrhea"", ""fever""]",3,0,1,1,"[""allergies_food_env""]"
kp_0026,Amyotrophic Lateral Sclerosis (ALS),Amyotrophic Lateral Sclerosis (ALS),एएमीट्रोफिक लेटरल स्क्लेरोसिस,एएमीट्रोफिक लेटरल स्क्लेरोसिस,एएमीट्रोफिक लेटरल स्क्लेरोसिस,एएमीट्रोफिक लेटरल स्क्लेरोसिस,"Muscle weakness, difficulty swallowing, speech problems","Muscle weakness, difficulty swallowing, speech problems","Electromyography (EMG), MRI","Electromyography (EMG), MRI",Severe,severe,"Progressive, Lifelong","Progressive, Lifelong","Genetic, Progressive neurological disorder","Genetic, Progressive neurological disorder","Riluzole, Muscle relaxants","Riluzole, Muscle relaxants","Genetics, Environmental Toxins","Genetics, Environmental Toxins","Genetic mutation, Environmental toxins","Genetic mutation, Environmental toxins",Poor Sleep,poor sleep,High Stress,high stress,Low,low,Family History of ALS,Family History of ALS,"High-protein, Low-fat","High-protein, Low-fat",None,,All seasons,all seasons,40-70 years,40-70 years,Mostly Male,mostly male,"Sedentary lifestyle, Work stress","Sedentary lifestyle, Work stress",Avoids smoking,Avoids smoking,None specific,None specific,"Ashwagandha, Brahmi","Ashwagandha, Brahmi","Shankhpushpi (10ml), Water (200ml)","Shankhpushpi (10ml), Water (200ml)",Vata,Vata,Vata-Prakriti,Vata-Prakriti,Avoid stress; include grounding and nourishing foods.,Avoid stress; include grounding and nourishing foods.,"Gentle Yoga, Stretching","Gentle Yoga, Stretching","Supportive Care, Riluzole","Supportive Care, Riluzole",None,,"Progressive, Fatal within 3-5 Years","Progressive, Fatal within 3-5 Years","Respiratory Failure, Paralysis","Respiratory Failure, Paralysis",Physical Therapy for Mobility,Physical Therapy for Mobility,amyotrophic lateral sclerosis als,"[""muscle weakness"", ""difficulty swallowing"", ""speech problems""]",3,1,0,0,"[""allergies_food_env"", ""prevention""]"
